attrib_1,attrib_2,attrib_3,attrib_4,attrib_5,attrib_6,outlier
0,0,0,0,0,0,0
0.0197,0.0502,0.024,0.0881,0,0.4947,0
0.0183,0.0127,0.0195,0.1301,0,0.6937,0
0.0122,0.004,0.0375,0.1128,0,0.7284,0
0.0378,0.285,0.033,0,0,0,0
0.0417,0.2484,0.0165,0.1906,0.0611,0.6526,0
0.0405,0.0032,0.012,0,0,0,0
0.0397,0.2078,0.006,0,0,0,0
0.009,0.0207,0.0855,0.1492,0,0.7642,0
0.0261,0.0167,0.024,0.1305,0,0.6042,0
0.0179,0.0167,0.0315,0.1426,0.0422,0.7232,0
0.0352,0.3352,0.027,0.1273,0.1052,0.4979,0
0,0,0,0,0,0,0
0.0275,0.0398,0.033,0.1682,0.0693,0.7663,0
0,0,0,0,0,0,0
0.0355,0.1775,0.0135,0.2033,0,0.6495,0
0,0,0,0,0,0,0
0.0282,0.0111,0.012,0.2132,0.066,0.6074,0
0.0196,0.0111,0.015,0,0,0,0
0.0186,0.0096,0.033,0.1704,0,0.6105,0
0.0351,0.0048,0.009,0,0,0,0
0,0,0,0,0,0,0
0.0526,0.4188,0.033,0.3095,0,0.7674,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0267,0.0685,0.012,0.186,0,0.6358,0
0,0,0,0,0,0,0
0.0084,0.0056,0,0.1745,0,0.4747,0
0.0756,0.7229,0.006,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0942,0.5573,0.0195,0.3349,0,0.72,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0904,0.3854,0.0075,0.1762,0,0.5589,0
0.0371,0.074,0.006,0.1969,0,0.76,0
0,0,0,0,0,0,0
0.0279,0.0868,0.045,0.1659,0.0358,0.8095,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0311,0.051,0.1259,0.12,0.0521,0.6389,0
0.0277,0.0295,0.015,0.1951,0,0.6832,0
0,0,0,0,0,0,0
0.012,0.0191,0.039,0.1586,0.0453,0.7032,0
0,0,0,0,0,0,0
0.0167,0.0215,0.0135,0.0702,0,0.4821,0
0.0623,0.4968,0.0315,0,0,0,0
0,0,0,0,0,0,0
0.0234,0.1083,0.084,0,0,0,0
0.0194,0.0183,0.0105,0,0,0,0
0.017,0.0119,0.0195,0.1242,0.0686,0.6947,0
0.0591,0.8049,0.006,0,0,0,0
0.0274,0.0342,0.018,0.0633,0,0.5326,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.034,0.0247,0.0165,0.2713,0,0.5874,0
0,0,0,0,0,0,0
0.0397,0.0701,0.012,0.2038,0.0511,0.6926,0
0.0168,0.0231,0.045,0.1657,0.0306,0.7674,0
0.0288,0.0414,0.018,0.1531,0,0.7442,0
0.0217,0.0557,0.0285,0.1503,0.072,0.6789,0
0.0325,0.0366,0.0045,0,0,0,0
0.0135,0.0358,0.021,0.1178,0.1044,0.6389,0
0.027,0.0876,0.033,0.2424,0,0.5642,0
0.0146,0.0064,0.0225,0,0,0,0
0.0137,0.0056,0.0405,0,0,0,0
0.0392,0.496,0.036,0.2998,0,0.7337,0
0,0,0,0,0,0,0
0.0204,0.0064,0.012,0.1559,0.0975,0.6095,0
0.0211,0.0048,0.0375,0.1323,0.034,0.6453,0
0.0262,0.0151,0.0105,0.1403,0.0659,0.7116,0
0,0,0,0,0,0,0
0.0457,0.3018,0.0105,0,0,0,0
0,0,0,0,0,0,0
0.0429,0.2484,0.0075,0.1779,0.0911,0.6832,0
0.0431,0.3694,0.024,0.1244,0.037,0.4411,0
0.0209,0.0096,0.006,0.1557,0,0.7537,0
0.0217,0.0064,0.036,0,0,0,0
0.0362,0.0725,0.0585,0.1094,0.0181,0.7189,0
0.0757,0.9968,0.021,0.2322,0,0.6726,0
0.0263,0.0127,0.021,0.1608,0,0.6453,0
0.019,0.0032,0.015,0,0,0,0
0.0531,0.5342,0.027,0.3122,0,0.8705,0
0.0174,0.0111,0.024,0.1502,0.0608,0.7453,0
0.0615,0.004,0.015,0,0,0,0
0.1286,0.004,0.0015,0,0,0,0
0.0106,0.0032,0.03,0.1656,0.119,0.6379,0
0.0755,0.7118,0.0225,0.2254,0,0.6653,0
0.0446,0.9833,0.0465,0.2639,0,0.6474,0
0.0317,0.0462,0.0105,0,0,0,0
0.0114,0.0303,0.0435,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0218,0.1091,0.048,0.1071,0,0.5758,0
0,0,0,0,0,0,0
0.018,0.0104,0.012,0,0,0,0
0.0659,0.2524,0.006,0.2037,0.0826,0.5989,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0404,0.2189,0.015,0.1206,0.0635,0.6821,0
0.0822,0.0032,0.0105,0,0,0,0
0.0544,0.1903,0.0195,0.1659,0,0.5874,0
0.0464,0.2635,0.0345,0.1263,0,0.4884,0
0,0,0,0,0,0,0
0.0217,0.0955,0.069,0.1262,0,0.5526,0
0.0281,0.0096,0.0495,0.2206,0.0169,0.5632,0
0.0175,0.0111,0.0255,0.1876,0,0.7095,0
0,0,0,0,0,0,0
0.0138,0.0398,0.009,0.1517,0.1636,0.5916,0
0.0282,0.1139,0.0165,0,0,0,0
0.0115,0.0422,0.0255,0.0809,0.1013,0.6095,0
0,0,0,0,0,0,0
0.0233,0.0199,0.0855,0.1315,0.0343,0.6547,0
0.0406,0.1234,0.012,0.1852,0.0651,0.6884,0
0.0357,0.2667,0.0105,0.1284,0,0.5611,0
0.0166,0.0287,0.066,0.2006,0.019,0.6937,0
0.0249,0.0231,0.0105,0,0,0,0
0.0595,0.9952,0.0075,0,0,0,0
0.0395,0.203,0.0225,0.1314,0,0.7884,0
0.0207,0.0175,0.045,0.2011,0.0483,0.5842,0
0,0,0,0,0,0,0
0.028,0.043,0.0735,0.1214,0.0246,0.6495,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0325,0.3941,0.0435,0.27,0.0245,0.7958,0
0.0687,0.4554,0.024,0.2047,0,0.5053,0
0.0129,0.0056,0.0195,0.1795,0.1137,0.7063,0
0.0238,0.0533,0.036,0,0,0,0
0.0245,0.0096,0.009,0,0,0,0
0.0309,0.0677,0.018,0.1249,0,0.8253,0
0.0149,0.0223,0.0615,0.0965,0.0174,0.7579,0
0,0,0,0,0,0,0
0.0229,0.0788,0.039,0.1249,0.0622,0.6211,0
0,0,0,0,0,0,0
0.0147,0.0111,0.039,0,0,0,0
0.0558,0.3702,0.009,0.1429,0.0716,0.6095,0
0.0125,0.004,0.0165,0,0,0,0
0.013,0.0104,0.1154,0.1857,0,0.4758,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0221,0.0494,0.06,0.2327,0.0505,0.7189,0
0,0,0,0,0,0,0
0.0315,0.0685,0.0435,0.2196,0,0.8126,0
0.0326,0.0032,0.03,0.2711,0.032,0.5516,0
0.0155,0.0032,0.021,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.03,0.0852,0.0285,0.2564,0.068,0.6905,0
0.0359,0.1154,0.015,0,0,0,0
0.026,0.0143,0.009,0.1764,0,0.7547,0
0.0702,0.9992,0.006,0.1509,0,0.6211,0
0,0,0,0,0,0,0
0.0242,0.0119,0.0135,0.1693,0,0.7421,0
0.0159,0.0255,0.033,0.1827,0.0775,0.5474,0
0.0575,0.1815,0.027,0,0,0,0
0.0265,0.0104,0.024,0.1698,0,0.7137,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0354,0.0772,0.0075,0.1069,0.0889,0.7179,0
0.0331,0.0709,0.0135,0.1806,0,0.7558,0
0.0207,0.0342,0.027,0.1233,0,0.7053,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0376,0.0056,0.0045,0,0,0,0
0.0302,0.0032,0.012,0,0,0,0
0.0419,0.2134,0.012,0.1663,0,0.6853,0
0.024,0.0462,0.042,0.2332,0,0.7305,0
0.0312,0.0454,0.0075,0.1506,0,0.7758,0
0.0369,0.1314,0.0435,0.223,0,0.6432,0
0.0473,0.6576,0.006,0,0,0,0
0.0266,0.0494,0.0135,0.1604,0,0.8516,0
0.0403,0.008,0.006,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0203,0.0342,0.009,0.1672,0.1276,0.6632,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0486,0.6346,0.0195,0.1546,0.0204,0.4789,0
0.0343,0.0032,0.0165,0.2137,0,0.6716,0
0.0409,0.9689,0.051,0.2163,0,0.6011,0
0.0107,0.0048,0.027,0.0997,0.0623,0.6379,0
0.0605,0.0032,0.0075,0,0,0,0
0.0414,0.1632,0.0255,0.1852,0.0302,0.7042,0
0.028,0.0191,0.033,0.2094,0,0.6684,0
0.0475,0.168,0.027,0,0,0,0
0,0,0,0,0,0,0
0.0365,0.25,0.0045,0.1616,0,0.6274,0
0.0174,0.0048,0.0165,0,0,0,0
0,0,0,0,0,0,0
0.0181,0.0048,0.0195,0.0874,0.0626,0.6789,0
0.045,0.1425,0.009,0.1721,0.0544,0.6684,0
0.0361,0.035,0.0165,0.1504,0.0301,0.6737,0
0,0,0,0,0,0,0
0.0416,0.1561,0.0285,0.2053,0.0272,0.7916,0
0.0226,0.0056,0.0135,0,0,0,0
0.0264,0.0924,0.0105,0.1145,0,0.6368,0
0.0266,0.0096,0.0225,0,0,0,0
0.015,0.004,0.0075,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0529,0.004,0.0135,0,0,0,0
0.0305,0.2189,0.06,0.0983,0.0174,0.7337,0
0.0688,0.2787,0.018,0.1565,0.0317,0.6547,0
0.0524,0.4514,0.009,0.1531,0.1054,0.6347,0
0.02,0.0366,0.069,0.1921,0,0.6074,0
0.0181,0.0072,0.06,0.1145,0,0.7347,0
0.0304,0.0366,0.042,0,0,0,0
0.0295,0.039,0.0135,0,0,0,0
0.0327,0.086,0.0375,0,0,0,0
0,0,0,0,0,0,0
0.0373,0.1513,0.0345,0.1921,0,0.6558,0
0.023,0.0271,0.0105,0.1399,0.0968,0.6221,0
0.0138,0.0462,0.1784,0.1131,0.0201,0.6021,0
0.0335,0.0613,0.027,0.1907,0.0289,0.8021,0
0.0182,0.0056,0.015,0.1312,0.0656,0.6895,0
0.0271,0.0446,0.0285,0.2024,0,0.7579,0
0.0699,0.9944,0.0075,0.2248,0,0.4084,0
0,0,0,0,0,0,0
0.0267,0.1194,0.0345,0.1319,0,0.4305,0
0.0464,0.1194,0.0195,0.2274,0,0.6874,0
0.0206,0.0183,0.033,0.1806,0,0.6232,0
0,0,0,0,0,0,0
0.0245,0.0223,0.0495,0.2627,0,0.6526,0
0.0267,0.0303,0.0135,0.142,0,0.6684,0
0.0732,0.0215,0.0075,0,0,0,0
0,0,0,0,0,0,0
0.0401,0.0127,0.006,0.1867,0,0.6579,0
0.0068,0.0064,0.1334,0.1589,0.0396,0.4305,0
0,0,0,0,0,0,0
0.0243,0.0295,0.0345,0.1269,0.03,0.7737,0
0.0192,0.0478,0.0225,0.0833,0,0.5895,0
0,0,0,0,0,0,0
0.0141,0.0199,0.012,0.1086,0.0895,0.7526,0
0.1065,0.0032,0.006,0,0,0,0
0,0,0,0,0,0,0
0.0319,0.0032,0.015,0,0,0,0
0.0251,0.0892,0.0135,0,0,0,0
0.0657,0.0032,0.0015,0,0,0,0
0,0,0,0,0,0,0
0.0526,0.2389,0.0405,0.1263,0,0.6526,0
0.0284,0.0701,0.024,0,0,0,0
0.0385,0.2341,0.021,0.1563,0.0411,0.7811,0
0.0241,0.0963,0.033,0.1394,0.0337,0.7537,0
0.0164,0.0462,0.0105,0.0892,0,0.7232,0
0.0415,0.0653,0.0075,0.2348,0.0593,0.8263,0
0,0,0,0,0,0,0
0.02,0.0032,0.009,0,0,0,0
0.0226,0.0279,0.048,0.1566,0.0408,0.7253,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0393,0.4729,0.006,0.1553,0,0.5853,0
0.0451,0.0987,0.015,0.2273,0.0595,0.7768,0
0,0,0,0,0,0,0
0.019,0.0756,0.4108,0.1551,0.0124,0.5842,0
0.0803,0.0175,0.012,0,0,0,0
0.0246,0.0127,0.021,0.1751,0.0522,0.7379,0
0.0361,0.1162,0.0225,0.1972,0,0.7137,0
0.0137,0.039,0.0645,0.1535,0,0.7726,0
0,0,0,0,0,0,0
0.0347,0.2643,0.0525,0.1171,0,0.4853,0
0.0635,0.1361,0.027,0,0,0,1
0.0248,0.0119,0.009,0.2429,0.1302,0.8674,1
0.0438,0.4594,0.0525,0,0,0,1
0.0378,0.0446,0.0075,0.1936,0.1143,0.7716,1
0.0229,0.0096,0.009,0.2523,0.1911,0.7947,1
0.0865,0.0406,0.009,0.3257,0.0516,0.5905,1
0.0253,0.0127,0.0105,0.2426,0.1426,0.8516,1
0.0653,0.043,0.0045,0.2517,0.1058,0.6884,1
0.0272,0.0311,0.012,0.2136,0.0818,0.8811,1
0.0625,0.16,0.003,0.2216,0.1595,0.6568,1
0.0316,0.0406,0.0435,0.4376,0.0425,0.6863,1
0.0475,0.0462,0.006,0.256,0.1713,0.7537,1
0.0703,0.1377,0.0015,0.2487,0.3581,0.6421,1
0.0369,0.039,0.003,0.2442,0.2913,0.8253,1
0,0,0,0,0,0,1
0.1593,0.168,0.006,0.2558,0,0.4326,1
0.0375,0.0852,0.003,0.2832,0.2488,0.8789,1
0.1591,0.1895,0.0015,0.9816,0,0.4747,1
0.0324,0.0661,0.003,0.2615,0.199,0.84,1
0.0943,0.1234,0.0015,0.3695,0.5888,0.6589,1
0.0408,0.0127,0.0135,0.2672,0.0803,0.8305,1
0.0328,0.0127,0.009,0.5443,0.2261,0.7105,1
0.0516,0.0717,0.0045,0.2148,0.1436,0.7274,1
0.0373,0.0717,0.0195,0.193,0.0473,0.7663,1
0.0433,0.0135,0.0075,0.2565,0.1255,0.82,1
0,0,0,0,0,0,1
0,0,0,0,0,0,0
0.0207,0.0677,0.0105,0.1407,0,0.6568,0
0,0,0,0,0,0,0
0.0363,0.1139,0.0045,0,0,0,0
0.0494,0.3408,0.0045,0.1761,0.106,0.5811,0
0.0356,0.1656,0.0195,0,0,0,0
0.0204,0.0358,0.021,0.1309,0.0799,0.7832,0
0.026,0.004,0.009,0.194,0,0.6789,0
0.0202,0.0143,0.006,0,0,0,0
0,0,0,0,0,0,0
0.074,0.6441,0.006,0.3688,0,0.6979,0
0.0315,0.0876,0.054,0.241,0.027,0.4537,0
0.0406,0.1831,0.024,0.2087,0,0.8558,0
0.0818,0.0032,0.003,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0124,0.0048,0.0495,0,0,0,0
0.053,0.0295,0.012,0,0,0,0
0,0,0,0,0,0,0
0.0373,0.0852,0.009,0.1487,0.079,0.6411,0
0.0338,0.0932,0.033,0,0,0,0
0.0593,0.5852,0.0075,0,0,0,0
0.0511,0.25,0.015,0.1393,0.0448,0.4747,0
0.0233,0.0725,0.03,0.1513,0,0.7611,0
0.0443,0.2006,0.0315,0.2123,0,0.6811,0
0.0234,0.0111,0.012,0.177,0.1385,0.7926,0
0.0206,0.0159,0.0315,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.024,0.0446,0.054,0.0776,0.0343,0.5053,0
0.0076,0.0207,0.057,0.1049,0.0402,0.6347,0
0,0,0,0,0,0,0
0.0265,0.0032,0.0255,0,0,0,0
0.0272,0.1218,0.06,0.1209,0,0.6316,0
0.0188,0.0111,0.0315,0,0,0,0
0.0186,0.0478,0.087,0.1338,0.0497,0.4537,0
0.0554,0.0032,0.0135,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.037,0.1943,0.024,0,0,0,0
0,0,0,0,0,0,0
0.0344,0.0486,0.015,0.1535,0,0.88,0
0.0182,0.0287,0.0135,0.1185,0.1205,0.7379,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0163,0.0127,0.027,0.1722,0,0.6842,0
0,0,0,0,0,0,0
0.0272,0.0111,0.0345,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0165,0.0111,0.015,0.1829,0,0.7453,0
0,0,0,0,0,0,0
0.0247,0.0199,0.066,0,0,0,0
0.0201,0.0263,0.0225,0,0,0,0
0.0313,0.0557,0.009,0.2418,0.0739,0.7589,0
0.0219,0.0151,0.0135,0.1088,0,0.7032,0
0.0345,0.0334,0.0135,0,0,0,0
0,0,0,0,0,0,0
0.0365,0.1704,0.033,0,0,0,0
0,0.0072,0,0,0,0,0
0.0414,0.3065,0.0165,0,0,0,0
0,0,0,0,0,0,0
0.0174,0.0318,0.0525,0.187,0.0299,0.6747,0
0.0166,0.0072,0.0105,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0176,0.0072,0.015,0.0947,0,0.7305,0
0.0196,0.051,0.057,0,0,0,0
0.0094,0.0064,0.1124,0.1721,0.021,0.5547,0
0.0417,0.5223,0.0225,0.2439,0,0.6821,0
0.0322,0.1839,0.045,0.2502,0.0359,0.6295,0
0.038,0.1306,0.0255,0.1685,0.0425,0.7442,0
0.0444,0.0971,0.0285,0,0,0,0
0,0,0,0,0,0,0
0.0109,0.0088,0.078,0.0533,0,0.6579,0
0.0201,0.0541,0.0555,0.1636,0.023,0.6663,0
0.0129,0.008,0.0405,0.1848,0,0.7126,0
0.0174,0.0159,0.042,0.1363,0.0278,0.6842,0
0.0241,0.0478,0.015,0.133,0,0.6737,0
0.0232,0.0263,0.021,0,0,0,0
0,0,0,0,0,0,0
0.0389,0.2237,0.0255,0.1218,0,0.7421,0
0.0652,0.9936,0.0195,0.239,0,0.58,0
0.0258,0.0096,0.0045,0.1898,0.2201,0.8032,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0478,0.2166,0.0045,0.1477,0,0.5842,0
0,0,0,0,0,0,0
0.0055,0.0032,0.2249,0.2242,0,0.3832,0
0.0128,0.0048,0.015,0,0,0,0
0.0463,0.2269,0.006,0,0,0,0
0.0199,0.0263,0.2039,0.1654,0,0.5432,0
0.0138,0.0096,0.0285,0.1387,0,0.6432,0
0.0264,0.008,0.003,0,0,0,0
0.0558,0.7062,0.003,0,0,0,0
0.0248,0.0263,0.009,0.1744,0,0.7221,0
0.0201,0.0382,0.057,0.2571,0,0.6442,0
0.0236,0.0478,0.0255,0,0,0,0
0.0202,0.0175,0.0285,0.1401,0,0.8337,0
0.0711,0.9793,0.0045,0.2248,0,0.4453,0
0,0,0,0,0,0,0
0.0204,0.0143,0.006,0.1396,0.1935,0.8726,0
0,0,0,0,0,0,0
0.047,0.9793,0.0075,0.1661,0,0.3947,0
0.0428,0.1385,0.0315,0,0,0,0
0.0429,0.0032,0.015,0,0,0,0
0,0,0,0,0,0,0
0.0214,0.0072,0.0285,0,0,0,0
0.024,0.0207,0.012,0,0,0,0
0.0777,0.3766,0.009,0.0854,0.0618,0.4916,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0587,0.9889,0.006,0,0,0,0
0.0176,0.0048,0.0075,0.1453,0,0.5895,0
0.0221,0.0796,0.027,0.1311,0,0.7411,0
0.0378,0.7596,0.0075,0,0,0,0
0.034,0.1561,0.009,0.2417,0,0.6979,0
0.0389,0.3129,0.0135,0.1804,0,0.8779,0
0.0142,0.0048,0.0135,0,0,0,0
0.0349,0.0183,0.015,0,0,0,0
0.0262,0.0183,0.021,0.2006,0.0416,0.7242,0
0.0305,0.0947,0.0165,0.1661,0,0.7295,0
0.0312,0.0159,0.012,0.1963,0.0502,0.6695,0
0,0,0,0,0,0,0
0.0209,0.0032,0.015,0.1761,0.0711,0.6853,0
0.0097,0.0032,0.042,0.1162,0.1037,0.6421,0
0.0225,0.004,0.027,0,0,0,0
0.03,0.164,0.045,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0405,0.2158,0.0225,0.1353,0,0.6137,0
0.0573,0.6656,0.018,0.1575,0,0.4979,0
0.0579,0.3217,0.024,0.3365,0.0249,0.8011,0
0,0,0,0,0,0,0
0.0175,0.0064,0.012,0.1587,0,0.8168,0
0.0318,0.0414,0.0165,0,0,0,0
0,0,0,0,0,0,0
0.0183,0.0311,0.018,0.2681,0.0459,0.7811,0
0.0217,0.0239,0.012,0,0,0,0
0,0,0,0,0,0,0
0.0118,0.0183,0.048,0.1803,0.0687,0.6979,0
0.0164,0.0231,0.021,0.1852,0.0861,0.6421,0
0.0623,0.9666,0.006,0.1945,0,0.4084,0
0,0,0,0,0,0,0
0.0264,0.0111,0.036,0,0,0,0
0.0473,0.2174,0.0315,0.1668,0.0162,0.72,0
0,0,0,0,0,0,0
0.0571,0.1879,0.006,0.1682,0.0754,0.5832,0
0,0,0,0,0,0,0
0.0242,0.0223,0.0435,0.177,0,0.6074,0
0.043,0.117,0.012,0.196,0.1131,0.7737,0
0.0378,0.1226,0.0105,0.1795,0,0.7463,0
0.0377,0.0159,0.015,0.1493,0,0.6295,0
0,0,0,0,0,0,0
0.0166,0.008,0.0075,0.2474,0,0.5274,0
0,0,0,0,0,0,0
0.0654,0.418,0.0075,0,0,0,0
0.1618,0.0064,0.0015,0,0,0,0
0.0134,0.0111,0.09,0.1747,0.0261,0.6484,0
0.0095,0.0064,0.0465,0.0592,0.0638,0.6874,0
0.0497,0.2062,0.012,0.1288,0,0.6053,0
0.0199,0.0279,0.015,0,0,0,0
0.0458,0.3344,0.003,0,0,0,0
0.0681,0.1385,0.0135,0.1937,0,0.7453,0
0,0,0,0,0,0,0
0.0488,0.2038,0.027,0.2586,0.0384,0.8,0
0.0121,0.008,0.033,0.1732,0.0615,0.5389,0
0.0342,0.2158,0.0045,0,0,0,0
0,0,0,0,0,0,0
0,0.0072,0.012,0,0,0,0
0.0671,0.2572,0.0075,0.1636,0.0566,0.5632,0
0.0221,0.0725,0.0615,0.1468,0,0.5947,0
0.043,0.8551,0.012,0,0,0,0
0.037,0.2285,0.024,0.1071,0.0686,0.4821,0
0.014,0.0096,0.0195,0.0979,0.0677,0.6979,0
0,0,0,0,0,0,0
0.0181,0.0104,0.012,0.198,0.1062,0.6674,0
0.0206,0.0096,0.0105,0.1079,0.1125,0.8242,0
0.0317,0.2404,0.009,0.0924,0,0.3916,0
0.0181,0.0111,0.033,0.1691,0,0.6958,0
0.0432,0.9634,0.0465,0.1361,0,0.4547,0
0,0,0,0,0,0,0
0.0388,0.176,0.021,0.1183,0,0.5642,0
0,0,0,0,0,0,0
0.0332,0.3471,0.0585,0.1124,0,0.5621,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0241,0.035,0.03,0.2053,0.0317,0.6642,0
0.0156,0.0318,0.069,0.1657,0.0259,0.6747,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0462,0.09,0.012,0.1671,0,0.6579,0
0.0178,0.0064,0.0285,0.2015,0,0.8516,0
0.0126,0.0239,0.1994,0.2178,0.0316,0.5547,0
0.02,0.0271,0.036,0.1365,0.0308,0.7632,0
0.0195,0.0796,0.033,0,0,0,0
0.0234,0.039,0.021,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0375,0.0032,0.0075,0,0,0,0
0,0,0,0,0,0,0
0.0223,0.0104,0.015,0,0,0,0
0.0586,0.7333,0.003,0.2185,0.0918,0.3958,0
0.0087,0.0239,0.066,0.2033,0,0.5674,0
0.0335,0.0486,0.0045,0.2906,0,0.6474,0
0.0105,0.0143,0.0945,0.1685,0.0126,0.6884,0
0,0,0,0,0,0,0
0.023,0.0199,0.0225,0.1399,0.0411,0.7411,0
0.0222,0.0032,0.0105,0,0,0,0
0.0209,0.008,0.0105,0.1579,0,0.6642,0
0.0938,0.7373,0.018,0.6917,0,0.7,0
0.074,0.3686,0.015,0.2425,0,0.5758,0
0.0384,0.1417,0.03,0,0,0,0
0,0,0,0,0,0,0
0.0142,0.0072,0.015,0.0946,0,0.6558,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0259,0.0303,0.033,0,0,0,0
0.0236,0.1011,0.039,0.1729,0.0192,0.6758,0
0.0561,0.3376,0.009,0.2255,0,0.6474,0
0,0.004,0,0,0,0,0
0,0,0,0,0,0,0
0.0209,0.0318,0.0315,0.2303,0,0.5695,0
0,0,0,0,0,0,0
0.0248,0.0581,0.063,0.1149,0,0.5189,0
0.0235,0.0032,0.0285,0,0,0,0
0.032,0.0812,0.096,0.1149,0.0135,0.56,0
0.0316,0.0518,0.0345,0,0,0,0
0,0,0,0,0,0,0
0.0171,0.0143,0.057,0,0,0,0
0.0364,0.1537,0.0375,0.0983,0.0294,0.6211,0
0,0,0,0,0,0,0
0.0135,0.0151,0.0435,0.1668,0.0578,0.7011,0
0.0136,0.0318,0.0675,0.1195,0.0257,0.6505,0
0.025,0.1457,0.1499,0.0779,0.0824,0.5326,0
0.0567,0.0916,0.006,0.1623,0.1359,0.7095,0
0,0,0,0,0,0,0
0.0226,0.0032,0.015,0,0,0,0
0.0648,0.6115,0.0075,0.2668,0,0.6379,0
0.0304,0.0287,0.0195,0,0,0,0
0,0,0,0,0,0,0
0.0236,0.004,0.0135,0,0,0,0
0.0141,0.0279,0.1139,0.1658,0.0182,0.5884,0
0.0361,0.0255,0.033,0.2496,0,0.7295,0
0.0194,0.0104,0.021,0.2077,0.0367,0.6379,0
0.0227,0.1385,0.0165,0.0625,0,0.5463,0
0.0188,0.0422,0.048,0.1569,0,0.6147,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0319,0.004,0.024,0.1894,0,0.6526,0
0.0169,0.0295,0.0705,0.1515,0.0241,0.6547,0
0.0683,0.207,0.042,0,0,0,0
0.0275,0.0207,0.0135,0.1518,0,0.7726,0
0.0323,0.1815,0.078,0.0829,0,0.5063,0
0,0,0,0,0,0,0
0.0427,0.2038,0.03,0.2989,0.0323,0.8116,0
0.0281,0.0549,0.024,0.2539,0,0.6758,0
0.0407,0.0135,0.0075,0,0,0,0
0.0244,0.0557,0.054,0.1986,0.0271,0.6874,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.018,0.0318,0.015,0.0535,0,0.4863,0
0.0174,0.0135,0.027,0,0,0,0
0,0,0,0,0,0,0
0.0259,0.0979,0.018,0.0973,0,0.6916,0
0.0295,0.0032,0.0165,0,0,0,0
0.0166,0.0056,0.0075,0.2264,0,0.6042,0
0.0263,0.0303,0.0075,0.2201,0,0.6947,0
0.06,0.3861,0.0195,0.1855,0,0.6474,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0433,0.0064,0.024,0,0,0,0
0.0468,0.2428,0.021,0.1893,0,0.6253,0
0,0,0,0,0,0,0
0.022,0.0064,0.0165,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0182,0.1592,0.3268,0.18,0.0177,0.5937,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0226,0.0541,0.0285,0.1563,0,0.6905,0
0.0178,0.0303,0.0315,0.136,0.0397,0.7726,0
0.0173,0.0056,0.012,0.1028,0,0.48,0
0.0505,0.3336,0.0135,0.1701,0.0623,0.7158,0
0.039,0.1322,0.027,0,0,0,0
0,0,0,0,0,0,0
0.0264,0.0263,0.0105,0,0,0,0
0.0151,0.0048,0.0435,0.114,0.0417,0.6842,0
0,0,0,0,0,0,0
0.0154,0.0239,0.069,0.1248,0,0.7484,0
0.0471,0.242,0.012,0,0,0,0
0.0171,0.0303,0.1019,0,0,0,0
