Dim_1,Dim_2,Dim_3,outlier
0.009868,0.00325,0.006038,0
0,0.00851,0.006019,0
0.016447,0.00319,0.006075,0
0.001096,0.00758,0.006111,0
0.016447,0.007473,0.006056,0
0.016447,0.005308,0.006001,0
0.001096,0.003397,0.006204,0
0.023026,0.007692,0.006222,0
0,0.003266,0.00624,0
0,0.006101,0.006204,0
0.001096,0.00461,0.006111,0
0.013158,0.003298,0.006204,0
0,0.004279,0.005246,0
0.001096,0.010061,0.006222,0
0.012061,0.008609,0.006167,0
0.016447,0.002927,0.006148,0
0,0.007561,0.005302,0
0.001096,0.006476,0.006204,0
0,0.00632,0.006185,0
0.001096,0.004183,0.005283,0
0.010965,0.003812,0.006167,0
0,0.00325,0.005283,0
0,0.003433,0.006222,0
0,0.003764,0.006148,0
0,0.005024,0.006167,0
0,0.008199,0.00624,0
0.002193,0.004279,0.006167,0
0,0.009762,0.00613,0
0,0.005196,0.006921,0
0,0.004514,0.006111,0
0,0.004346,0.006185,0
0.002193,0.0051,0.006848,0
0,0.00445,0.006259,0
0.005482,0.002771,0.006296,0
0.015351,0.008665,0.006148,0
0.010965,0.005555,0.006148,0
0.009868,0.003417,0.006222,0
0,0.00449,0.005265,0
0.015351,0.007054,0.006185,0
0,0.00319,0.005246,0
0.016447,0.013067,0.006148,0
0,0.004574,0.006222,0
0.001096,0.00309,0.006167,0
0,0.002265,0.006148,0
0,0.007557,0.005246,0
0,0.003234,0.006222,0
0.002193,0.002823,0.006167,0
0.001096,0.005567,0.00624,0
0,0.002229,0.006167,0
0,0.002616,0.00624,0
0,0.003533,0.00613,0
0,0.004207,0.006185,0
0,0.006851,0.005265,0
0.008772,0.00335,0.006811,0
0.02193,0.004111,0.00532,0
0.035088,0.003178,0.00624,0
0,0.004139,0.006167,0
0.002193,0.007788,0.006259,0
0.003289,0.006743,0.006277,0
0.001096,0.007557,0.00613,0
0.001096,0.008203,0.006185,0
0.002193,0.006061,0.00624,0
0,0.009271,0.007621,0
0.002193,0.00705,0.00613,0
0.001096,0.006536,0.00613,0
0,0.0026,0.006296,0
0.004386,0.007796,0.006185,0
0.001096,0.00504,0.006167,0
0.002193,0.013797,0.006185,0
0.005482,0.004697,0.006277,0
0.004386,0.005583,0.006148,0
0,0.010065,0.006111,0
0.001096,0.002548,0.006222,0
0,0.003884,0.006185,0
0.004386,0.002995,0.006259,0
0.001096,0.006085,0.006204,0
0,0.010069,0.006222,0
0,0.004398,0.005283,0
0.002193,0.003206,0.005265,0
0.005482,0.006859,0.006204,0
0.009868,0.003047,0.006185,0
0.001096,0.005682,0.006148,0
0.001096,0.007425,0.006167,0
0,0.008789,0.006259,0
0,0.008282,0.006204,0
0.002193,0.003597,0.006204,0
0.010965,0.005228,0.006204,0
0,0.003234,0.006277,0
0,0.005407,0.006222,0
0,0.002827,0.006148,0
0.001096,0.004343,0.006148,0
0,0.003058,0.006185,0
0.001096,0.008573,0.006148,0
0.001096,0.007469,0.006277,0
0,0.004713,0.006204,0
0.001096,0.005184,0.006885,0
0.016447,0.005403,0.00613,0
0,0.00465,0.006259,0
0.001096,0.004542,0.00613,0
0,0.00374,0.006204,0
0,0.00325,0.005265,0
0,0.003832,0.006148,0
0,0.006615,0.006222,0
0,0.003784,0.00613,0
0,0.002971,0.00613,0
0.005482,0.007178,0.00613,0
0.001096,0.005156,0.006167,0
0,0.002903,0.006185,0
0,0.004614,0.006848,0
0.001096,0.004319,0.006111,0
0,0.00455,0.005246,0
0.010965,0.003218,0.00613,0
0,0.002991,0.005283,0
0.010965,0.005016,0.006185,0
0,0.003936,0.006148,0
0.002193,0.00459,0.006204,0
0.001096,0.010384,0.006277,0
0,0.00914,0.006185,0
0,0.002409,0.006185,0
0.003289,0.00453,0.006167,0
0.001096,0.004247,0.006204,0
0.010965,0.007529,0.00624,0
0,0.005579,0.006277,0
0.001096,0.00506,0.006222,0
0,0.002452,0.006167,0
0,0.003098,0.006204,0
0.002193,0.003852,0.00624,0
0.002193,0.006763,0.006167,0
0.001096,0.007903,0.006075,0
0.001096,0.003485,0.00532,0
0.001096,0.003374,0.006185,0
0,0.003876,0.006185,0
0,0.00628,0.006167,0
0.001096,0.00908,0.006222,0
0.017544,0.005443,0.006185,0
0.001096,0.003286,0.00613,0
0.010965,0.002791,0.006204,0
0,0.005634,0.00613,0
0,0.003549,0.00613,0
0.001096,0.004394,0.005209,0
0.005482,0.002448,0.006167,0
0.001096,0.00658,0.006185,0
0,0.003338,0.00613,0
0.002193,0.003266,0.006185,0
0,0.003238,0.006222,0
0.001096,0.004462,0.00624,0
0.001096,0.005854,0.006185,0
0.001096,0.004135,0.00694,0
0.012061,0.005654,0.006167,0
0,0.00374,0.006185,0
0.001096,0.006751,0.006885,0
0.005482,0.004008,0.006222,0
0.010965,0.002979,0.006866,0
0.009868,0.007389,0.006259,0
0.02193,0.005088,0.00613,0
0.04386,0.003609,0.00613,0
0.052632,0.002353,0.006148,0
0.005482,0.002819,0.006204,0
0.008772,0.003226,0.006185,0
0.010965,0.007592,0.006222,0
0,0.00439,0.00613,0
0,0.00382,0.006185,0
0.001096,0.003433,0.006185,0
0.016447,0.003529,0.006167,0
0,0.003027,0.006111,0
0.001096,0.003015,0.006038,0
0.001096,0.003896,0.006019,0
0.002193,0.005331,0.005228,0
0.001096,0.002608,0.006167,0
0.002193,0.002855,0.006075,0
0,0.003278,0.006093,0
0,0.003972,0.00613,0
0,0.005882,0.00613,0
0.001096,0.002716,0.006056,0
0.005482,0.006727,0.006075,0
0.004386,0.005284,0.006075,0
0.001096,0.003389,0.006075,0
0,0.002596,0.006056,0
0.033991,0.003561,0.006167,0
0,0.004665,0.006148,0
0.005482,0.00386,0.006075,0
0,0.006081,0.005209,0
0,0.004841,0.00613,0
0.015351,0.005467,0.005799,0
0,0.002803,0.006038,0
0.016447,0.002692,0.006701,0
0.001096,0.002995,0.006093,0
0,0.007736,0.005191,0
0.002193,0.005028,0.006111,0
0,0.002839,0.006093,0
0.002193,0.003354,0.006056,0
0.001096,0.008143,0.006167,0
0,0.002855,0.006093,0
0,0.004083,0.006093,0
0,0.007864,0.006167,0
0.001096,0.00311,0.006056,0
0.016447,0.00957,0.006093,0
0.001096,0.002811,0.006204,0
0.010965,0.01365,0.005246,0
0.006579,0.00319,0.006056,0
0.005482,0.002688,0.005191,0
0.020833,0.007034,0.006019,0
0,0.009331,0.006093,0
0.023026,0.00593,0.00613,0
0,0.004239,0.00613,0
0,0.003078,0.006793,0
0.002193,0.003218,0.006056,0
0,0.005012,0.006148,0
0.004386,0.007947,0.006829,0
0,0.003545,0.006185,0
0,0.004733,0.006111,0
0,0.011532,0.006111,0
0,0.009949,0.006111,0
0.010965,0.005965,0.006038,0
0.002193,0.006097,0.006093,0
0,0.003489,0.006756,0
0.005482,0.005527,0.006075,0
0,0.002911,0.006111,0
0.003289,0.004797,0.006167,0
0.006579,0.010296,0.006093,0
0.006579,0.002995,0.006222,0
0.001096,0.003653,0.006019,0
0.003289,0.002572,0.006093,0
0.005482,0.002225,0.006093,0
0,0.006564,0.006204,0
0.010965,0.003047,0.006148,0
0,0.003693,0.006664,0
0.008772,0.007425,0.006111,0
0.002193,0.004965,0.006111,0
0,0.007955,0.006222,0
0.002193,0.005674,0.006075,0
0.007675,0.021717,0.006148,0
0.010965,0.005814,0.006056,0
0,0.003585,0.006111,0
0.001096,0.003768,0.006075,0
0.001096,0.003561,0.006756,0
0,0.010105,0.006093,0
0,0.003509,0.006056,0
0,0.002939,0.005964,0
0.016447,0.0076,0.006829,0
0,0.005096,0.006056,0
0.001096,0.004474,0.006111,0
0.001096,0.008346,0.006111,0
0,0.003134,0.005983,0
0,0.003027,0.006148,0
0.010965,0.003617,0.006148,0
0.001096,0.005319,0.005191,0
0.001096,0.003346,0.006001,0
0,0.006021,0.006148,0
0.001096,0.004586,0.006148,0
0.001096,0.010376,0.006204,0
0.001096,0.00329,0.006056,0
0.005482,0.004522,0.006093,0
0,0.004235,0.006111,0
0.001096,0.006779,0.006038,0
0,0.004905,0.006075,0
0,0.003062,0.006111,0
0,0.010384,0.006038,0
0,0.00315,0.006075,0
0,0.00443,0.006019,0
0.001096,0.018363,0.00613,0
0.001096,0.002859,0.006056,0
0.001096,0.004454,0.00613,0
0,0.008035,0.006627,0
0.005482,0.003374,0.006148,0
0.005482,0.00654,0.006185,0
0.001096,0.003884,0.00613,0
0.001096,0.003864,0.006075,0
0,0.00246,0.006075,0
0.016447,0.002903,0.006093,0
0.001096,0.006576,0.006075,0
0,0.002568,0.006719,0
0,0.007545,0.006111,0
0,0.00969,0.005799,0
0,0.005551,0.006093,0
0,0.005898,0.00613,0
0.001096,0.00254,0.006111,0
0,0.0103,0.005191,0
0.001096,0.005148,0.006056,0
0.001096,0.00254,0.006148,0
0.001096,0.004793,0.005209,0
0.038377,0.003848,0.00613,0
0.016447,0.006336,0.006075,0
0.003289,0.003378,0.006148,0
0.032895,0.004414,0.006111,0
0.013158,0.003266,0.006148,0
0,0.005838,0.006075,0
0,0.0052,0.006093,0
0.001096,0.003964,0.00613,0
0,0.004941,0.00613,0
0.017544,0.003764,0.006167,0
0.006579,0.003992,0.006111,0
0.001096,0.004654,0.006093,0
0.057018,0.005264,0.006185,0
0.122807,0.00512,0.006185,0
0.005482,0.006292,0.006038,0
0.007675,0.003844,0.006737,0
0.065789,0.014455,0.006111,0
0.010965,0.00768,0.006185,0
0.006579,0.003154,0.006075,0
0,0.003549,0.00613,0
0.010965,0.00266,0.006075,0
0,0.002309,0.00613,0
0.001096,0.003521,0.00613,0
0.002193,0.003992,0.006167,0
0,0.006029,0.006075,0
0.001096,0.003015,0.006111,0
0.002193,0.002588,0.00613,0
0.003289,0.006141,0.0074,0
0.001096,0.003266,0.006148,0
0,0.002835,0.00613,0
0.001096,0.002588,0.006075,0
0.001096,0.003693,0.006167,0
0.004386,0.002751,0.006222,0
0.019737,0.004913,0.006075,0
0.010965,0.00504,0.006111,0
0.001096,0.002803,0.006093,0
0,0.006265,0.006111,0
0,0.003601,0.006038,0
0.001096,0.00774,0.005265,0
0.001096,0.007784,0.006167,0
0,0.008175,0.006111,0
0,0.002353,0.006222,0
0.003289,0.002767,0.006148,0
0,0.005415,0.006148,0
0.02193,0.003154,0.006148,0
0,0.002397,0.006148,0
0.001096,0.004315,0.006793,0
0.009868,0.005798,0.006093,0
0.036184,0.006727,0.006222,0
0,0.008944,0.006167,0
0,0.002369,0.006111,0
0.001096,0.004235,0.006167,0
0.014254,0.003732,0.006167,0
0,0.003278,0.00613,0
0.001096,0.00703,0.006056,0
0,0.004195,0.006148,0
0.001096,0.002572,0.006185,0
0.004386,0.007792,0.006185,0
0,0.004091,0.006148,0
0.002193,0.009945,0.006148,0
0.001096,0.003625,0.006222,0
0.004386,0.006101,0.006167,0
0.001096,0.010057,0.006093,0
0,0.004175,0.006701,0
0.080044,0.006049,0.006111,0
0.001096,0.002891,0.006038,0
0.001096,0.003868,0.00613,0
0.001096,0.004789,0.006185,0
0.003289,0.002983,0.006222,0
0.012061,0.006065,0.00613,0
0,0.003876,0.006185,0
0.002193,0.011827,0.00613,0
0,0.005922,0.006167,0
0.002193,0.009897,0.005209,0
0.002193,0.003409,0.006167,0
0,0.011939,0.006148,0
0.002193,0.004339,0.006019,0
0.037281,0.003194,0.005228,0
0.010965,0.006847,0.006167,0
0.01864,0.003557,0.006111,0
0,0.003358,0.006111,0
0,0.002269,0.006185,0
0.002193,0.010452,0.006167,0
0.010965,0.00652,0.006204,0
0.001096,0.006069,0.006093,0
0.001096,0.003577,0.00613,0
0.002193,0.012637,0.00613,0
0.004386,0.005694,0.006075,0
0.001096,0.005172,0.005173,0
0,0.004618,0.006075,0
0,0.009451,0.006204,0
0.001096,0.008553,0.006075,0
0.001096,0.007596,0.006866,0
0.001096,0.003872,0.00613,0
0.001096,0.007477,0.00613,0
0.001096,0.00382,0.006719,0
0,0.003473,0.006148,0
0,0.004981,0.006185,0
0.032895,0.00528,0.006167,0
0.005482,0.002632,0.006167,0
0.001096,0.008956,0.006222,0
0,0.00451,0.005228,0
0.001096,0.004522,0.006056,0
0.001096,0.008872,0.006774,0
0,0.005874,0.00613,0
0.001096,0.005854,0.006093,0
0.001096,0.004757,0.005173,0
0.001096,0.004227,0.00613,0
0.016447,0.003517,0.006111,0
0.001096,0.002779,0.006148,0
0.001096,0.018495,0.006774,0
0.001096,0.002652,0.006148,0
0,0.006747,0.006111,0
0,0.006635,0.005209,0
0,0.003764,0.006093,0
0,0.004295,0.006111,0
0.005482,0.003561,0.006075,0
0.012061,0.004917,0.006111,0
0,0.011289,0.00624,0
0,0.003318,0.006038,0
0.001096,0.002416,0.006093,0
0.012061,0.003074,0.006682,0
0.001096,0.010284,0.005173,0
0.004386,0.00384,0.006148,0
0,0.005838,0.00613,0
0.001096,0.003728,0.006148,0
0,0.003023,0.00613,0
0.001096,0.00445,0.006111,0
0.017544,0.00565,0.006167,0
0.001096,0.003182,0.006075,0
0.001096,0.006719,0.006185,0
0.010965,0.009889,0.006167,0
0.004386,0.013598,0.00613,0
0.002193,0.003992,0.006167,0
0.137061,0.004654,0.006148,0
0.013158,0.00313,0.006111,0
0,0.00593,0.006682,0
0.009868,0.005116,0.006038,0
0.016447,0.0053,0.006148,0
0.012061,0.010942,0.006737,0
0.001096,0.003936,0.006719,0
0.002193,0.009794,0.007952,0
0.017544,0.005331,0.006167,0
0,0.013191,0.006075,0
0.001096,0.00372,0.006093,0
0,0.010834,0.006019,0
0,0.005858,0.006185,0
0.001096,0.003178,0.006075,0
0,0.011309,0.006111,0
0.001096,0.021059,0.006038,0
0.001096,0.003888,0.006111,0
0,0.008645,0.006075,0
0.001096,0.002767,0.006075,0
0,0.004426,0.006075,0
0,0.004051,0.005173,0
0,0.004817,0.006075,0
0,0.005044,0.00613,0
0,0.003537,0.006093,0
0.008772,0.003585,0.005154,0
0.003289,0.004311,0.006075,0
0,0.005248,0.006038,0
0.001096,0.003948,0.006719,0
0,0.00394,0.00613,0
0.001096,0.006962,0.005983,0
0.001096,0.003326,0.006038,0
0,0.006057,0.006111,0
0.002193,0.004861,0.00613,0
0,0.004315,0.006019,0
0.001096,0.003066,0.006038,0
0,0.004175,0.006038,0
0.002193,0.002943,0.006148,0
0,0.011145,0.006167,0
0.001096,0.005638,0.006038,0
0.001096,0.004665,0.006645,0
0,0.00512,0.006038,0
0,0.004283,0.006038,0
0,0.002887,0.005117,0
0,0.00333,0.006627,0
0,0.002309,0.005099,0
0,0.003374,0.005927,0
0,0.009666,0.005964,0
0,0.00463,0.006093,0
0,0.009223,0.006664,0
0,0.009554,0.005209,0
0,0.005284,0.006075,0
0,0.005359,0.006111,0
0,0.009961,0.00613,0
0.001096,0.005658,0.006056,0
0.001096,0.003641,0.006148,0
0.002193,0.003457,0.006001,0
0,0.00719,0.006075,0
0.001096,0.002835,0.005173,0
0,0.004973,0.006038,0
0.001096,0.003972,0.006645,0
0.003289,0.004761,0.006038,0
0.001096,0.003992,0.006111,0
0.001096,0.004606,0.006111,0
0.001096,0.00333,0.007382,0
0,0.005758,0.005964,0
0,0.003457,0.006111,0
0.002193,0.004247,0.005173,0
0,0.002273,0.006019,0
0.004386,0.00522,0.006056,0
0.006579,0.005156,0.006019,0
0.001096,0.004147,0.006111,0
0.007675,0.003712,0.006019,0
0.004386,0.003154,0.005983,0
0,0.005782,0.006056,0
0.002193,0.004135,0.006608,0
0.002193,0.006029,0.006093,0
0.001096,0.006978,0.006093,0
0.002193,0.004574,0.00613,0
0.001096,0.009538,0.006075,0
0,0.012705,0.006038,0
0,0.006093,0.006038,0
0,0.005483,0.006075,0
0,0.003154,0.006056,0
0.003289,0.003593,0.006075,0
0.001096,0.002536,0.006185,0
0,0.002492,0.006056,0
0.001096,0.006324,0.006719,0
0,0.003812,0.006038,0
0.002193,0.003593,0.005136,0
0,0.002987,0.006038,0
0,0.004059,0.006075,0
0.001096,0.004259,0.006056,0
0,0.005981,0.006627,0
0,0.002488,0.006075,0
0.002193,0.005547,0.006019,0
0,0.003106,0.006056,0
0,0.003557,0.006001,0
0,0.00439,0.005964,0
0.003289,0.005212,0.006093,0
0.001096,0.003685,0.006719,0
0,0.002955,0.006056,0
0.005482,0.010136,0.006056,0
0.001096,0.006125,0.006056,0
0,0.006795,0.005964,0
0.002193,0.004542,0.006038,0
0.001096,0.003716,0.006664,0
0.001096,0.004406,0.006038,0
0.001096,0.005359,0.005154,0
0.001096,0.003625,0.006719,0
0.001096,0.003489,0.006719,0
0.002193,0.005595,0.006019,0
0,0.003708,0.006038,0
0,0.006651,0.006075,0
0,0.0025,0.006093,0
0,0.004051,0.006111,0
0.002193,0.006117,0.00613,0
0.001096,0.003521,0.006148,0
0,0.004171,0.005117,0
0.005482,0.002712,0.006075,0
0.006579,0.008952,0.006664,0
0.003289,0.003242,0.006148,0
0.001096,0.008386,0.006038,0
0.001096,0.002313,0.006075,0
0.002193,0.002955,0.00613,0
0.001096,0.011405,0.006001,0
0.008772,0.012047,0.005117,0
0,0.006719,0.006019,0
0,0.002193,0.006038,0
0,0.004494,0.006019,0
0.001096,0.004087,0.006038,0
0,0.0142,0.006719,0
0.001096,0.002564,0.006075,0
0.001096,0.003222,0.00613,0
0,0.006408,0.006075,0
0.003289,0.006675,0.006075,0
0.006579,0.00502,0.006075,0
0.008772,0.002205,0.006093,0
0.010965,0.002787,0.006056,0
0.004386,0.002488,0.005136,0
0.002193,0.002672,0.006056,0
0.001096,0.010459,0.006701,0
0.007675,0.003549,0.006093,0
0,0.002333,0.006001,0
0.001096,0.0039,0.005209,0
0.002193,0.006556,0.006038,0
0,0.003724,0.006075,0
0.001096,0.011413,0.006075,0
0,0.005471,0.005983,0
0,0.003816,0.006038,0
0,0.004705,0.006019,0
0,0.004841,0.006093,0
0,0.002891,0.005154,0
0.002193,0.00463,0.006093,0
0.004386,0.007919,0.006056,0
0,0.003537,0.006737,0
0.006579,0.004937,0.006038,0
0,0.003972,0.005983,0
0,0.00567,0.006075,0
0,0.004426,0.006056,0
0.003289,0.003142,0.006038,0
0,0.002955,0.006038,0
0,0.003489,0.006093,0
0,0.004482,0.00613,0
0,0.003756,0.006019,0
0.005482,0.004067,0.007363,0
0.006579,0.002991,0.006038,0
0.001096,0.003047,0.006019,0
0.002193,0.005503,0.006111,0
0,0.002353,0.006075,0
0,0.009463,0.006001,0
0,0.003872,0.00613,0
0.002193,0.004055,0.006075,0
0,0.004546,0.006056,0
0.012061,0.002684,0.006019,0
0,0.003832,0.006111,0
0,0.002496,0.006075,0
0.002193,0.004239,0.005117,0
0.005482,0.004255,0.006056,0
0.001096,0.004079,0.006001,0
0,0.003385,0.005191,0
0,0.013398,0.005983,0
0.001096,0.002803,0.006075,0
0,0.006241,0.006111,0
0,0.003497,0.006075,0
0,0.011859,0.005154,0
0.001096,0.003736,0.006093,0
0,0.003134,0.006056,0
0.001096,0.003007,0.005191,0
0.003289,0.008119,0.006111,0
0.004386,0.003952,0.006167,0
0,0.004917,0.006148,0
0.003289,0.003633,0.006038,0
0.004386,0.007142,0.006148,0
0,0.004319,0.006038,0
0.003289,0.002995,0.005964,0
0.002193,0.004063,0.006056,0
0,0.002859,0.006093,0
0.001096,0.004741,0.006111,0
0.003289,0.010049,0.006682,0
0,0.003409,0.006075,0
0,0.003425,0.005983,0
0.002193,0.006372,0.007234,0
0,0.004143,0.006075,0
0.002193,0.009104,0.006075,0
0,0.012613,0.006701,0
0.002193,0.006767,0.006075,0
0,0.009706,0.006075,0
0.009868,0.002716,0.006056,0
0,0.009287,0.005799,0
0,0.003158,0.006075,0
0,0.003669,0.006093,0
0,0.002775,0.006093,0
0.001096,0.002759,0.006093,0
0,0.003892,0.006075,0
0.001096,0.005906,0.006001,0
0,0.003732,0.006093,0
0,0.003545,0.006075,0
0,0.010595,0.006019,0
0,0.003322,0.006645,0
0.001096,0.003732,0.006075,0
0,0.008964,0.006056,0
0.001096,0.00451,0.006038,0
0,0.002353,0.006075,0
0,0.005642,0.006093,0
0,0.015611,0.006075,0
0,0.002636,0.006019,0
0,0.003425,0.006093,0
0.001096,0.005523,0.005173,0
0.001096,0.003286,0.006075,0
0.001096,0.004893,0.006093,0
0.001096,0.003174,0.006038,0
0.001096,0.006057,0.006093,0
0,0.003473,0.006056,0
0,0.006631,0.006627,0
0.001096,0.004777,0.006056,0
0,0.005762,0.006075,0
0.002193,0.003864,0.006075,0
0.001096,0.003852,0.006019,0
0,0.00959,0.006019,0
0.001096,0.005052,0.006167,0
0.002193,0.003804,0.006075,0
0.001096,0.002361,0.006038,0
0.001096,0.004701,0.005191,0
0,0.004582,0.006038,0
0.001096,0.006057,0.006111,0
0.001096,0.00307,0.006056,0
0,0.005926,0.006111,0
0,0.003027,0.006185,0
0.001096,0.008195,0.006056,0
0.001096,0.005096,0.006737,0
0.001096,0.005403,0.006093,0
0.001096,0.003306,0.006056,0
0.001096,0.003744,0.006075,0
0.001096,0.004446,0.00613,0
0,0.005232,0.006093,0
0.001096,0.003011,0.006148,0
0,0.00258,0.006019,0
0,0.002835,0.006001,0
0.001096,0.005052,0.006038,0
0,0.002456,0.005173,0
0.001096,0.008936,0.006056,0
0.001096,0.00567,0.006111,0
0.002193,0.004909,0.006038,0
0,0.002775,0.006019,0
0.002193,0.004769,0.006093,0
0.001096,0.006883,0.006019,0
0.003289,0.006113,0.00613,0
0,0.007895,0.006075,0
0.001096,0.003848,0.006075,0
0,0.002831,0.005154,0
0.001096,0.00833,0.00613,0
0,0.007094,0.006167,0
0,0.010755,0.005191,0
0,0.002568,0.005136,0
0.003289,0.005591,0.006056,0
0.001096,0.003876,0.006093,0
0.003289,0.00384,0.006056,0
0.001096,0.004095,0.006038,0
0,0.005471,0.005191,0
0.001096,0.016748,0.006001,0
0.001096,0.002285,0.006075,0
0,0.006847,0.006075,0
0.005482,0.002979,0.006056,0
0,0.004031,0.006148,0
0.003289,0.002684,0.006075,0
0.001096,0.006061,0.006056,0
0,0.007812,0.005191,0
0.001096,0.009299,0.006148,0
0.001096,0.003621,0.006056,0
0,0.003362,0.006019,0
0,0.002221,0.006093,0
0.001096,0.00376,0.006075,0
0,0.007369,0.00613,0
0,0.004578,0.006038,0
0,0.007265,0.005983,0
0,0.007361,0.006019,0
0.002193,0.006141,0.006167,0
0.001096,0.004534,0.006111,0
0,0.003007,0.00613,0
0.001096,0.004713,0.006056,0
0,0.003047,0.005191,0
0.002193,0.002492,0.006056,0
0.002193,0.013462,0.006019,0
0.006579,0.00258,0.00613,0
0.001096,0.004335,0.006056,0
0.002193,0.002799,0.006019,0
0,0.008988,0.006056,0
0,0.005323,0.006111,0
0,0.002145,0.005191,0
0,0.003178,0.006056,0
0,0.003896,0.006093,0
0,0.009211,0.006111,0
0,0.004251,0.005136,0
0,0.025947,0.005191,0
0.003289,0.005208,0.006093,0
0.001096,0.004829,0.006056,0
0.001096,0.012322,0.006038,0
0,0.002795,0.005154,0
0,0.005359,0.005154,0
0,0.003401,0.005191,0
0.001096,0.003704,0.006148,0
0.002193,0.006508,0.006019,0
0,0.002568,0.006111,0
0,0.005603,0.006056,0
0.001096,0.002704,0.006093,0
0,0.005343,0.006056,0
0.002193,0.003529,0.006167,0
0.002193,0.003708,0.006038,0
0.003289,0.004406,0.006019,0
0,0.004478,0.006075,0
0.005482,0.010535,0.00613,0
0,0.002907,0.006075,0
0.002193,0.003218,0.006075,0
0.003289,0.006727,0.006056,0
0,0.003298,0.006019,0
0.006579,0.004091,0.006056,0
0.005482,0.006675,0.006075,0
0.003289,0.008222,0.006075,0
0.002193,0.004147,0.006056,0
0.003289,0.002899,0.005191,0
0.003289,0.004638,0.00613,0
0.008772,0.003445,0.006019,0
0.001096,0.007672,0.006111,0
0,0.004031,0.006093,0
0.004386,0.00567,0.006075,0
0,0.004012,0.00613,0
0,0.005563,0.00613,0
0,0.003318,0.006093,0
0.001096,0.004821,0.006075,0
0,0.003174,0.006075,0
0.001096,0.008226,0.006019,0
0.002193,0.009012,0.006075,0
0.001096,0.006687,0.006111,0
0,0.00246,0.006148,0
0.003289,0.003405,0.006093,0
0,0.00512,0.006056,0
0.004386,0.004394,0.006185,0
0,0.005276,0.006111,0
0.004386,0.005347,0.006019,0
0.004386,0.004203,0.005209,0
0.009868,0.003653,0.006111,0
0,0.118894,0.005983,0
0,0.002468,0.006111,0
0.001096,0.003852,0.006185,0
0.002193,0.003437,0.006148,0
0,0.011716,0.006111,0
0.001096,0.006109,0.006075,0
0.003289,0.003685,0.006056,0
0.003289,0.004315,0.00613,0
0.001096,0.002927,0.006111,0
0.004386,0.008119,0.006111,0
0,0.00394,0.006148,0
0.003289,0.006899,0.006038,0
0.001096,0.003872,0.006111,0
0,0.00453,0.006075,0
0.002193,0.007142,0.006148,0
0.003289,0.004398,0.006001,0
0.001096,0.003972,0.006075,0
0.004386,0.008171,0.006056,0
0.002193,0.007465,0.006111,0
0,0.003824,0.00613,0
0.002193,0.003401,0.005191,0
0.006579,0.005288,0.006075,0
0.013158,0.004745,0.00613,0
0.008772,0.003362,0.006019,0
0,0.010555,0.006737,0
0,0.005064,0.006185,0
0.003289,0.009905,0.006038,0
0.002193,0.006851,0.006111,0
0.003289,0.003908,0.006756,0
0.001096,0.002807,0.006075,0
0.003289,0.006895,0.006645,0
0.001096,0.003118,0.006111,0
0.001096,0.013446,0.006001,0
0.001096,0.005176,0.006719,0
0.001096,0.009144,0.005154,0
0,0.002524,0.006075,0
0,0.002349,0.006167,0
0.001096,0.003234,0.006038,0
0,0.006631,0.006627,0
0.001096,0.00642,0.006019,0
0.001096,0.002365,0.006019,0
0,0.002548,0.006075,0
0.001096,0.004689,0.006001,0
0.001096,0.003784,0.006111,0
0,0.004646,0.006075,0
0,0.003992,0.005154,0
0.001096,0.004921,0.006075,0
0.001096,0.003689,0.006038,0
0,0.006787,0.006075,0
0.001096,0.008047,0.006111,0
0,0.004155,0.006719,0
0.001096,0.003956,0.006001,0
0,0.008306,0.006056,0
0.010965,0.00321,0.006056,0
0,0.038504,0.006001,0
0.001096,0.003856,0.006848,0
0,0.003924,0.006111,0
0,0.005004,0.006019,0
0.001096,0.003529,0.006148,0
0,0.006344,0.006075,0
0.013158,0.005411,0.006056,0
0.005482,0.048916,0.025955,0
0,0.007963,0.006038,0
0,0.002556,0.006038,0
0,0.007796,0.006056,0
0.003289,0.006683,0.006019,0
0.002193,0.003314,0.006038,0
0.002193,0.003685,0.005983,0
0.001096,0.003254,0.006093,0
0.002193,0.004223,0.006111,0
0.001096,0.013299,0.006038,0
0.003289,0.004626,0.006019,0
0.002193,0.005228,0.006001,0
0,0.004414,0.006056,0
0.008772,0.003302,0.006038,0
0.001096,0.006217,0.006019,0
0.002193,0.003142,0.006001,0
0.006579,0.005004,0.006075,0
0,0.006958,0.006075,0
0.001096,0.003792,0.006038,0
0,0.004175,0.006038,0
0.003289,0.003465,0.006038,0
0,0.004323,0.006038,0
0.013158,0.002704,0.006075,0
0.001096,0.004713,0.006019,0
0,0.00309,0.00613,0
0.002193,0.012386,0.0074,0
0.005482,0.007768,0.007474,0
0.003289,0.002496,0.006038,0
0.006579,0.004406,0.006719,0
0.006579,0.003417,0.006185,0
0.001096,0.015703,0.006019,0
0.001096,0.003206,0.006056,0
0.001096,0.003222,0.006111,0
0,0.010663,0.006038,0
0.002193,0.006033,0.006093,0
0.003289,0.003082,0.006056,0
0.006579,0.009845,0.006019,0
0,0.003744,0.006001,0
0.003289,0.010105,0.006701,0
0.001096,0.002616,0.006038,0
0.002193,0.011365,0.006038,0
0.001096,0.047193,0.006038,0
0.001096,0.006245,0.006148,0
0,0.020389,0.006148,0
0.001096,0.008438,0.006056,0
0.001096,0.003593,0.006056,0
0,0.006261,0.006075,0
