'att1','att2','att3','att4','att5','att6','att7','att8','att9','att10',outlier
0.01867995,0.050724638,0.00317392,0.003363172,0.097046414,0.462686567,3.19E-04,0.001817631,0.004834584,0.007785737,1
0.00747198,0.059782609,0.001604323,0.009031775,0.370253165,0.83901919,1.64E-04,0.002696153,0.004227551,0.016194332,0
0.0124533,0.195652174,0.008278583,0.018439719,0.191983122,0.594882729,1.86E-04,0.008300515,0.015956294,0.045157272,0
0.01120797,0.184782609,0.007104857,0.019167848,0.208860759,0.584221748,1.55E-04,0.007603756,0.013463123,0.045157272,0
0.00996264,0.163043478,0.005639437,0.018815888,0.114978903,0.402985075,1.74E-04,0.003786731,0.007652951,0.021800062,0
0.00996264,0.014492754,5.14E-04,0.001849186,0.32278481,0.710021322,2.48E-04,6.66E-04,0.001127347,0.003737154,0
0.00871731,0.019927536,6.18E-04,0.002780297,0.3407173,0.92217484,1.61E-04,8.79E-04,0.001777739,0.00591716,0
0.00871731,0.070652174,0.002173822,0.009298073,0.314345992,0.89978678,1.64E-04,0.003180854,0.006135368,0.018997197,0
0.01120797,0.101449275,0.003910102,0.010601628,0.289029536,0.674840085,1.98E-04,0.005422599,0.008433421,0.02896294,0
0.01120797,0.048913043,0.001896018,0.005201185,0.306962025,0.973347548,2.28E-04,0.002696153,0.005766813,0.013702896,0
0.01120797,0.012681159,5.07E-04,0.001476742,0.275316456,0.893390192,1.13E-04,5.45E-04,0.001409184,0.004671442,0
0.01120797,0.025362319,9.93E-04,0.002780297,0.275316456,0.765458422,2.50E-04,0.001211754,0.002384772,0.006228589,0
0.00622665,0.003623188,7.64E-05,9.18E-04,0.53164557,0.526652452,0.001816714,9.09E-05,6.50E-05,0,0
0.00747198,0.03442029,9.24E-04,0.005307332,0.465189873,0.97761194,1.66E-04,0.001878219,0.002818367,0.01152289,0
0.00747198,0.03442029,9.24E-04,0.005307332,0.42721519,0.847547974,2.95E-04,0.001726749,0.002449811,0.007785737,0
0.00622665,0.012681159,2.85E-04,0.002469306,0.582278481,0.8891258,4.48E-04,6.66E-04,7.80E-04,0.002491436,0
0.00498132,0.003623188,5.56E-05,0.001104297,0.578059072,0.573560768,0.001614857,6.06E-05,4.34E-05,0,0
0.00996264,0.001811594,7.64E-05,4.00E-04,0.589662447,0.703624733,0.002018571,1.21E-04,1.30E-04,0,1
0.0124533,0.398550725,0.01683497,0.03740086,0.208860759,0.513859275,1.92E-04,0.01817631,0.028530547,0.096854562,0
0.00747198,0.061594203,0.001652938,0.009298073,0.414556962,0.755863539,2.99E-04,0.003089973,0.003945714,0.013391467,0
0.01120797,0.057971014,0.002243274,0.006132296,0.316455696,0.728144989,2.16E-04,0.00330203,0.005181459,0.01712862,0
0.00871731,0.010869565,3.40E-04,0.001616408,0.47257384,0.771855011,4.26E-04,6.36E-04,8.02E-04,0.002491436,0
0.00871731,0.019927536,6.18E-04,0.002780297,0.505274262,0.800639659,3.69E-04,0.001332929,0.001539262,0.005294301,0
0.00871731,0.027173913,8.40E-04,0.003711408,0.390295359,0.842217484,1.61E-04,0.001423811,0.002211334,0.009031454,0
0.00747198,0.03442029,9.24E-04,0.005307332,0.397679325,0.992537313,2.02E-04,0.001605574,0.002861727,0.009031454,0
0.00747198,0.005434783,1.46E-04,0.001050293,0.47257384,1,2.68E-04,2.12E-04,4.55E-04,0.001557147,0
0.00747198,0.061594203,0.001652938,0.009298073,0.466244726,1,2.42E-04,0.003453499,0.00515978,0.016817191,0
0.00996264,0.057971014,0.002014085,0.006815731,0.321729958,0.60554371,2.97E-04,0.002999091,0.003902354,0.013080037,0
0.00622665,0.052536232,0.001201506,0.009298073,0.419831224,0.82196162,4.28E-04,0.002241745,0.003100204,0.007785737,0
0.00622665,0.045289855,0.001034823,0.008055971,0.492616034,0.952025586,2.52E-04,0.002241745,0.003078524,0.010900031,0
0.00498132,0.045289855,8.54E-04,0.009670517,0.464135021,0.770788913,2.77E-04,0.001726749,0.002059576,0.008097166,0
0.00498132,0.038043478,7.15E-04,0.00818074,0.510548523,0.902985075,2.40E-04,0.00157528,0.002016216,0.008097166,0
0.00622665,0.025362319,5.76E-04,0.004642519,0.437763713,0.691897655,4.50E-04,0.001060285,0.001235746,0.003737154,0
0.00498132,0.032608696,6.11E-04,0.007063407,0.477848101,0.786780384,2.38E-04,0.001242048,0.001495903,0.006540019,0
0.00622665,0.065217391,0.001493201,0.011471285,0.358649789,0.740938166,2.48E-04,0.002423508,0.003490439,0.01183432,0
0.00498132,0.018115942,3.33E-04,0.004083852,0.578059072,0.805970149,3.53E-04,7.88E-04,8.24E-04,0.003425724,0
0.00498132,0.02173913,4.03E-04,0.004828741,0.529535865,0.786780384,4.04E-04,8.79E-04,9.76E-04,0.003425724,0
0.00498132,0.023550725,4.38E-04,0.005201185,0.412447257,0.726012793,2.44E-04,7.27E-04,9.76E-04,0.004048583,0
0.00996264,0.043478261,0.001514036,0.005160216,0.292194093,0.469083156,3.13E-04,0.002029688,0.002298053,0.008720025,0
0.00871731,0.016304348,5.07E-04,0.002314742,0.314345992,0.747334755,1.51E-04,6.36E-04,0.001170706,0.004671442,0
0.0124533,0.096014493,0.004076785,0.009128611,0.278481013,0.676972281,2.16E-04,0.005483187,0.008823657,0.028028652,0
0.01120797,0.050724638,0.001965469,0.005387407,0.264767932,0.713219616,2.22E-04,0.002453802,0.004444348,0.012768608,0
0.01120797,0.027173913,0.001062603,0.002966519,0.248945148,0.727078891,2.40E-04,0.00118146,0.002428132,0.006228589,0
0.01120797,0.06884058,0.002659981,0.007249629,0.308016878,0.562899787,3.61E-04,0.003847319,0.004834584,0.014637185,0
0.00871731,0.023550725,7.29E-04,0.003245852,0.453586498,0.657782516,4.04E-04,0.001423811,0.001495903,0.005294301,0
0.00871731,0.019927536,6.18E-04,0.002780297,0.428270042,0.644989339,5.39E-04,0.001120872,0.001235746,0.003425724,0
0.00871731,0.061594203,0.001896018,0.008134184,0.393459916,0.832622601,2.20E-04,0.003392911,0.004964662,0.01744005,0
0.00871731,0.014492754,4.51E-04,0.002081964,0.325949367,0.807036247,1.47E-04,5.76E-04,0.001127347,0.004360012,0
0.00871731,0.038043478,0.001173725,0.005108074,0.256329114,0.448827292,3.23E-04,0.001363223,0.00169102,0.00591716,0
0.00871731,0.063405797,0.001951579,0.008366962,0.260548523,0.5,2.44E-04,0.002393214,0.003165243,0.01183432,0
0.00622665,0.027173913,6.18E-04,0.00495351,0.241561181,0.511727079,2.93E-04,6.06E-04,9.76E-04,0.003114295,0
0.00871731,0.054347826,0.001673774,0.007203073,0.315400844,0.828358209,1.98E-04,0.002423508,0.004357629,0.013391467,0
0.00871731,0.079710145,0.002451627,0.010461961,0.258438819,0.535181237,1.78E-04,0.003029385,0.00424923,0.01744005,0
0.00498132,0.039855072,7.50E-04,0.008553184,0.476793249,0.768656716,2.87E-04,0.001544986,0.001799419,0.007162878,0
0.00871731,0.059782609,0.001840457,0.007901407,0.324894515,0.698294243,1.78E-04,0.00275674,0.004075792,0.015882903,0
0.00871731,0.019927536,6.18E-04,0.002780297,0.362869198,0.989339019,1.82E-04,9.39E-04,0.001907818,0.00591716,0
0.01120797,0.048913043,0.001896018,0.005201185,0.273206751,0.954157783,1.57E-04,0.002423508,0.005658414,0.014948614,0
0.01120797,0.072463768,0.002798883,0.007622073,0.320675105,0.953091684,2.32E-04,0.004210845,0.008346703,0.020865774,0
0.00871731,0.025362319,7.85E-04,0.00347863,0.446202532,1,2.79E-04,0.001514693,0.002449811,0.007162878,0
0.00871731,0.019927536,6.18E-04,0.002780297,0.407172996,1,2.22E-04,0.001060285,0.001929497,0.00591716,0
0.01120797,0.014492754,5.76E-04,0.001662964,0.320675105,0.928571429,1.21E-04,7.57E-04,0.001669341,0.00591716,0
0.01120797,0.063405797,0.002451627,0.006690962,0.332278481,0.775053305,2.58E-04,0.003786731,0.00600529,0.017751479,0
0.00622665,0.045289855,0.001034823,0.008055971,0.391350211,0.753731343,2.75E-04,0.001787337,0.002449811,0.008408595,0
0.00373599,0.041666667,6.18E-04,0.011160294,0.549578059,0.955223881,2.10E-04,0.001454105,0.001842778,0.008097166,0
0.00498132,0.052536232,9.93E-04,0.011160294,0.564345992,0.957356077,2.91E-04,0.002453802,0.002970125,0.010900031,0
0.00871731,0.126811594,0.003896212,0.016514182,0.25,0.545842217,1.29E-04,0.004756135,0.006915839,0.030831517,0
0.01120797,0.027173913,0.001062603,0.002966519,0.41350211,1,2.46E-04,0.001938806,0.003317001,0.009654313,0
0.01120797,0.023550725,9.24E-04,0.002594075,0.33649789,0.878464819,3.82E-04,0.001363223,0.00253653,0.005294301,0
0.01120797,0.027173913,0.001062603,0.002966519,0.261603376,1,1.72E-04,0.001242048,0.003317001,0.007785737,0
0.01120797,0.025362319,9.93E-04,0.002780297,0.261603376,1,1.78E-04,0.001151166,0.003100204,0.007162878,0
0.01120797,0.010869565,4.38E-04,0.00129052,0.321729958,0.740938166,3.59E-04,5.45E-04,9.97E-04,0.002491436,0
0.01120797,0.132246377,0.005090773,0.013767405,0.264767932,0.68869936,2.36E-04,0.006573766,0.011208429,0.031765805,0
0.00871731,0.052536232,0.001618213,0.006970296,0.257383966,0.853944563,2.20E-04,0.001938806,0.004335949,0.010277172,0
0.01120797,0.09057971,0.003493395,0.009484295,0.300632911,0.757995736,2.26E-04,0.004998485,0.008390062,0.024914357,0
0.01120797,0.141304348,0.005438029,0.014698516,0.202531646,0.724946695,1.59E-04,0.005634656,0.012552573,0.033322952,0
0.0124533,0.22826087,0.009653716,0.021486314,0.225738397,0.665245203,2.48E-04,0.011026962,0.020639119,0.051385861,0
0.01120797,0.03442029,0.001340408,0.003711408,0.282700422,0.584221748,2.28E-04,0.001726749,0.002493171,0.009031454,0
0.00747198,0.03442029,9.24E-04,0.005307332,0.434599156,0.893390192,3.45E-04,0.001757043,0.00257989,0.007162878,0
0.00996264,0.030797101,0.001076494,0.003711408,0.283755274,0.631130064,2.54E-04,0.001363223,0.002146295,0.006851448,0
0.01120797,0.061594203,0.002382176,0.00650474,0.273206751,0.701492537,1.78E-04,0.003089973,0.005311538,0.017751479,0
0.00871731,0.032608696,0.001007042,0.004409741,0.402953586,0.641791045,4.04E-04,0.001787337,0.002037896,0.006540019,0
0.0124533,0.114130435,0.004840748,0.01082137,0.208860759,0.570362473,2.02E-04,0.005119661,0.008953735,0.027094363,0
0.01120797,0.057971014,0.002243274,0.006132296,0.305907173,0.92217484,1.33E-04,0.003211148,0.006482244,0.020865774,0
0.01120797,0.027173913,0.001062603,0.002966519,0.301687764,0.880597015,2.18E-04,0.001423811,0.002926766,0.007785737,0
0.00871731,0.023550725,7.29E-04,0.003245852,0.407172996,0.752665245,2.48E-04,0.001272342,0.0017127,0.006540019,0
0.01120797,0.135869565,0.005229675,0.014139849,0.284810127,0.668443497,2.00E-04,0.007209936,0.011208429,0.037994394,0
0.00871731,0.014492754,4.51E-04,0.002081964,0.3407173,0.718550107,2.93E-04,6.06E-04,9.97E-04,0.003114295,0
0.00871731,0.036231884,0.001118164,0.004875296,0.404008439,0.911513859,2.73E-04,0.001999394,0.003186923,0.009342884,0
0.00747198,0.007246377,1.94E-04,0.001316591,0.457805907,0.939232409,6.56E-04,3.03E-04,5.64E-04,9.34E-04,0
0.00747198,0.010869565,2.92E-04,0.001849186,0.311181435,0.608742004,3.69E-04,3.03E-04,5.20E-04,0.001557147,0
0.00747198,0.043478261,0.00116678,0.006636958,0.318565401,0.579957356,2.30E-04,0.001666162,0.002146295,0.008720025,0
0.00996264,0.094202899,0.003264206,0.010953588,0.298523207,0.575692964,2.87E-04,0.004634959,0.006070329,0.020242915,0
0.00498132,0.023550725,4.38E-04,0.005201185,0.532700422,0.862473348,3.61E-04,9.69E-04,0.001170706,0.004048583,0
0.00622665,0.019927536,4.51E-04,0.003711408,0.3407173,0.955223881,1.88E-04,6.06E-04,0.001344144,0.004048583,0
0.00498132,0.03442029,6.46E-04,0.007435851,0.514767932,0.946695096,2.73E-04,0.001423811,0.001907818,0.006851448,0
0.0124533,0.032608696,0.001402914,0.003203021,0.267932489,0.775053305,2.95E-04,0.001726749,0.0034254,0.007785737,0
0.00871731,0.105072464,0.003229481,0.013720849,0.268987342,0.760127932,1.70E-04,0.004180551,0.007783029,0.024291498,0
0.00871731,0.007246377,2.29E-04,0.001150853,0.3407173,0.946695096,2.30E-04,2.42E-04,6.72E-04,0.001868577,0
0.00871731,0.009057971,2.85E-04,0.001383631,0.296413502,0.97761194,1.57E-04,2.73E-04,8.67E-04,0.002491436,0
0.00871731,0.012681159,3.96E-04,0.001849186,0.439873418,0.833688699,3.49E-04,6.97E-04,0.001018948,0.003114295,0
0.01120797,0.072463768,0.002798883,0.007622073,0.26371308,0.669509595,2.16E-04,0.00354438,0.00598361,0.018374338,0
0.00871731,0.050724638,0.001562652,0.006737518,0.36814346,0.876332623,2.79E-04,0.002605271,0.00429259,0.01183432,0
0.00871731,0.032608696,0.001007042,0.004409741,0.424050633,1,2.34E-04,0.001878219,0.003143563,0.009654313,0
0.00871731,0.057971014,0.001784896,0.007668629,0.33649789,0.781449893,1.86E-04,0.00275674,0.004400989,0.015571473,0
0.00747198,0.009057971,2.43E-04,0.001582888,0.47257384,1,2.68E-04,4.24E-04,7.59E-04,0.002491436,0
0.00871731,0.164855072,0.005062992,0.021402514,0.323839662,0.907249467,1.51E-04,0.00778552,0.014417032,0.046714419,0
0.00498132,0.016304348,2.99E-04,0.003711408,0.535864979,0.957356077,2.68E-04,6.36E-04,8.89E-04,0.003425724,0
0.01120797,0.411231884,0.015786257,0.042445618,0.219409283,0.584221748,1.76E-04,0.017721902,0.02998309,0.09810028,0
0.01120797,0.030797101,0.001201506,0.003338963,0.273206751,0.686567164,1.88E-04,0.001484399,0.00260157,0.008720025,0
0.01120797,0.019927536,7.85E-04,0.00222163,0.296413502,0.955223881,1.66E-04,1.00E-03,0.002341413,0.006540019,0
0.01120797,0.030797101,0.001201506,0.003338963,0.255274262,0.875266525,1.94E-04,0.001393517,0.003295322,0.008097166,0
0.01120797,0.039855072,0.001548762,0.004270074,0.312236287,0.883795309,2.46E-04,0.002211451,0.00429259,0.010900031,0
0.00871731,0.041666667,0.001284847,0.005573629,0.280590717,0.97228145,1.13E-04,0.001635868,0.003902354,0.01183432,0
0.01120797,0.117753623,0.004535163,0.012277627,0.229957806,0.614072495,1.76E-04,0.005180248,0.008975415,0.029274369,0
0.00747198,0.110507246,0.002965566,0.016480662,0.358649789,0.862473348,1.76E-04,0.004937898,0.008043186,0.028028652,0
0.00871731,0.023550725,7.29E-04,0.003245852,0.359704641,0.685501066,2.66E-04,0.001120872,0.001560942,0.00560573,0
0.00498132,0.010869565,1.94E-04,0.002594075,0.547468354,1,3.03E-04,3.94E-04,6.07E-04,0.002180006,0
0.0124533,0.472826087,0.019967219,0.04434136,0.21835443,0.773987207,1.90E-04,0.022417449,0.049082947,0.119900343,0
0.00871731,0.025362319,7.85E-04,0.00347863,0.428270042,0.901918977,3.03E-04,0.001454105,0.002211334,0.006540019,0
0.01120797,0.043478261,0.001687664,0.004642519,0.303797468,0.803837953,1.80E-04,0.00236292,0.00427091,0.013702896,0
0.00871731,0.010869565,3.40E-04,0.001616408,0.453586498,0.942430704,3.43E-04,6.06E-04,9.97E-04,0.002802865,0
0.00871731,0.019927536,6.18E-04,0.002780297,0.351265823,0.8891258,1.37E-04,9.09E-04,0.0017127,0.006540019,0
0.00871731,0.02173913,6.74E-04,0.003013075,0.441983122,1,1.64E-04,0.001272342,0.002102935,0.008097166,0
0.00871731,0.009057971,2.85E-04,0.001383631,0.3407173,0.8891258,1.61E-04,3.33E-04,7.80E-04,0.002802865,0
0.01120797,0.052536232,0.00203492,0.005573629,0.321729958,0.861407249,2.30E-04,0.003029385,0.005506656,0.015260044,0
0.01120797,0.016304348,6.46E-04,0.001849186,0.303797468,0.925373134,1.80E-04,8.18E-04,0.001864458,0.005294301,0
0.00871731,0.019927536,6.18E-04,0.002780297,0.362869198,0.966950959,1.64E-04,9.39E-04,0.001864458,0.006228589,0
0.00871731,0.03442029,0.001062603,0.004642519,0.360759494,0.940298507,2.52E-04,0.001696456,0.003121884,0.008408595,0
0.00871731,0.027173913,8.40E-04,0.003711408,0.349156118,0.724946695,2.68E-04,0.001272342,0.001907818,0.006228589,0
0.00622665,0.030797101,7.01E-04,0.005573629,0.463080169,0.87206823,2.10E-04,0.001393517,0.001907818,0.007785737,0
0.00622665,0.005434783,1.18E-04,0.001229066,0.560126582,1,7.41E-04,2.12E-04,3.69E-04,6.23E-04,0
0.00871731,0.043478261,0.001340408,0.005806407,0.372362869,0.856076759,1.70E-04,0.002241745,0.003598838,0.013391467,0
0.00871731,0.041666667,0.001284847,0.005573629,0.280590717,0.667377399,3.33E-04,0.001635868,0.002709968,0.006851448,0
0.00871731,0.032608696,0.001007042,0.004409741,0.361814346,0.684434968,1.90E-04,0.001605574,0.002167975,0.009342884,0
0.00871731,0.012681159,3.96E-04,0.001849186,0.407172996,0.800639659,7.41E-04,6.36E-04,9.76E-04,0.001557147,0
0.01120797,0.472826087,0.018147598,0.048777172,0.248945148,0.724946695,1.59E-04,0.022629506,0.042015349,0.130800374,0
0.00871731,0.06884058,0.002118261,0.009065295,0.391350211,0.952025586,1.68E-04,0.003786731,0.006308806,0.022111492,0
0.01120797,0.039855072,0.001548762,0.004270074,0.247890295,0.591684435,2.42E-04,0.001787337,0.002926766,0.009031454,0
0.00747198,0.047101449,0.001264012,0.007169553,0.369198312,0.729211087,1.64E-04,0.002090276,0.002905086,0.012768608,0
0.00498132,0.047101449,8.89E-04,0.010042961,0.585443038,0.992537313,2.70E-04,0.002272039,0.002753328,0.010588602,0
0.00747198,0.03442029,9.24E-04,0.005307332,0.405063291,0.718550107,2.73E-04,0.001635868,0.002081256,0.007785737,0
0.00871731,0.039855072,0.001229286,0.005340852,0.329113924,0.964818763,2.08E-04,0.001817631,0.003707237,0.009965743,0
0.00871731,0.03442029,0.001062603,0.004642519,0.393459916,1,2.56E-04,0.001847925,0.003317001,0.009031454,0
0.00871731,0.061594203,0.001896018,0.008134184,0.321729958,0.915778252,1.29E-04,0.002817328,0.005441616,0.018685768,0
0.01120797,0.052536232,0.00203492,0.005573629,0.296413502,0.925373134,1.59E-04,0.002817328,0.005896891,0.01712862,0
0.01120797,0.032608696,0.001270957,0.003525186,0.289029536,0.752665245,1.19E-04,0.001666162,0.003013485,0.01183432,0
0.01120797,0.081521739,0.003146139,0.008553184,0.279535865,0.662046908,1.72E-04,0.004210845,0.006655682,0.024291498,0
0.01120797,0.048913043,0.001896018,0.005201185,0.299578059,0.840085288,1.37E-04,0.002635565,0.005008022,0.01712862,0
0.00871731,0.072463768,0.002229383,0.00953085,0.343881857,0.941364606,1.23E-04,0.00354438,0.006568963,0.023668639,0
0.00871731,0.023550725,7.29E-04,0.003245852,0.397679325,1,2.83E-04,0.001242048,0.002276373,0.00591716,0
0.01120797,0.057971014,0.002243274,0.006132296,0.30907173,0.764392324,1.82E-04,0.003241442,0.005419937,0.018374338,0
0.00871731,0.070652174,0.002173822,0.009298073,0.337552743,0.913646055,1.51E-04,0.003392911,0.006222087,0.020865774,0
0.00747198,0.03442029,9.24E-04,0.005307332,0.434599156,1,2.50E-04,0.001757043,0.002883406,0.008720025,0
0.01120797,0.079710145,0.003076688,0.008366962,0.257383966,0.528784648,2.52E-04,0.003817025,0.005289858,0.018062909,0
0.00622665,0.030797101,7.01E-04,0.005573629,0.41350211,0.990405117,1.43E-04,0.001242048,0.002167975,0.008408595,0
0.00622665,0.023550725,5.35E-04,0.004331528,0.510548523,1,2.12E-04,0.001151166,0.001669341,0.006540019,0
0.00498132,0.005434783,9.03E-05,0.001476742,0.683544304,1,2.68E-04,2.12E-04,2.82E-04,0.001557147,0
0.00996264,0.023550725,8.26E-04,0.002884581,0.296413502,0.890191898,2.97E-04,0.001060285,0.002298053,0.004982871,0
0.00871731,0.106884058,0.003285042,0.013953627,0.298523207,0.909381663,1.72E-04,0.004665253,0.009365651,0.026782934,0
0.00871731,0.007246377,2.29E-04,0.001150853,0.367088608,1,3.37E-04,2.73E-04,7.15E-04,0.001557147,0
0.01120797,0.072463768,0.002798883,0.007622073,0.238396624,0.607675906,1.88E-04,0.003241442,0.005463296,0.018062909,0
0.00871731,0.023550725,7.29E-04,0.003245852,0.482067511,0.752665245,4.04E-04,0.001514693,0.0017127,0.00560573,0
0.00871731,0.039855072,0.001229286,0.005340852,0.420886076,0.820895522,2.18E-04,0.002302333,0.003165243,0.012145749,0
0.00871731,0.014492754,4.51E-04,0.002081964,0.325949367,0.896588486,1.27E-04,5.76E-04,0.001257425,0.004671442,0
0.00871731,0.019927536,6.18E-04,0.002780297,0.351265823,0.9445629,9.69E-05,9.09E-04,0.001821099,0.007474307,0
0.00871731,0.03442029,0.001062603,0.004642519,0.328059072,0.926439232,1.88E-04,0.001544986,0.003078524,0.009031454,0
0.00871731,0.027173913,8.40E-04,0.003711408,0.323839662,0.76652452,2.02E-04,0.00118146,0.002016216,0.006851448,0
0.00871731,0.019927536,6.18E-04,0.002780297,0.362869198,0.966950959,1.31E-04,9.39E-04,0.001864458,0.006851448,0
0.00871731,0.023550725,7.29E-04,0.003245852,0.35021097,0.781449893,1.45E-04,0.001090579,0.001777739,0.007474307,0
0.00871731,0.057971014,0.001784896,0.007668629,0.30907173,0.878464819,1.15E-04,0.002544683,0.004921303,0.017751479,0
0.01120797,0.081521739,0.003146139,0.008553184,0.261603376,0.57782516,2.20E-04,0.003968494,0.005875211,0.020242915,0
0.00622665,0.005434783,1.18E-04,0.001229066,0.648734177,1,6.06E-04,2.73E-04,3.69E-04,9.34E-04,0
0.00871731,0.086956522,0.002673871,0.011393072,0.380801688,0.744136461,1.88E-04,0.004695547,0.006308806,0.025848645,0
0.00871731,0.059782609,0.001840457,0.007901407,0.321729958,0.73347548,1.76E-04,0.002726447,0.00427091,0.015882903,0
0.00622665,0.016304348,3.68E-04,0.003091288,0.45464135,0.928571429,2.16E-04,6.66E-04,0.001062308,0.004048583,0
0.00498132,0.023550725,4.38E-04,0.005201185,0.563291139,0.939232409,2.58E-04,0.001029991,0.001279105,0.005294301,0
0.0124533,0.471014493,0.019890823,0.044171898,0.201476793,0.492537313,1.88E-04,0.020933051,0.032476261,0.112114606,0
0.01120797,0.472826087,0.018147598,0.048777172,0.234177215,0.740938166,1.61E-04,0.021569221,0.042860859,0.123948926,0
0.01120797,0.469202899,0.018008695,0.048404728,0.242616034,0.719616205,1.57E-04,0.021963042,0.041386637,0.127997509,0
0.01120797,0.472826087,0.018147598,0.048777172,0.251054852,0.814498934,1.53E-04,0.022841563,0.046741534,0.134226098,0
0.00871731,0.018115942,5.63E-04,0.002547519,0.448312236,0.963752665,2.02E-04,0.001060285,0.00169102,0.006228589,0
0.00871731,0.065217391,0.00200714,0.00859974,0.297468354,0.819829424,1.76E-04,0.002787034,0.005181459,0.016194332,0
0.00871731,0.041666667,0.001284847,0.005573629,0.219409283,0.650319829,1.72E-04,0.001302636,0.002644929,0.008097166,0
0.00871731,0.032608696,0.001007042,0.004409741,0.389240506,0.97228145,1.68E-04,0.001726749,0.003056844,0.010588602,0
0.00871731,0.057971014,0.001784896,0.007668629,0.289029536,0.837953092,2.02E-04,0.002393214,0.004704505,0.013080037,0
0.01120797,0.052536232,0.00203492,0.005573629,0.328059072,0.690831557,2.87E-04,0.003089973,0.004466028,0.013702896,0
0.00871731,0.010869565,3.40E-04,0.001616408,0.453586498,0.942430704,2.93E-04,6.06E-04,9.97E-04,0.003114295,0
0.00747198,0.072463768,0.001944634,0.010893997,0.319620253,0.847547974,1.72E-04,0.002877916,0.005181459,0.016817191,0
0.00871731,0.052536232,0.001618213,0.006970296,0.305907173,0.8891258,2.02E-04,0.002272039,0.004509387,0.012457178,0
0.01120797,0.472826087,0.018147598,0.048777172,0.233122363,0.68336887,1.68E-04,0.02147834,0.039760656,0.12145749,0
0.00871731,0.094202899,0.002896115,0.012324183,0.311181435,0.751599147,1.88E-04,0.004241139,0.006894159,0.02335721,0
0.00871731,0.052536232,0.001618213,0.006970296,0.328059072,0.840085288,2.60E-04,0.002423508,0.00427091,0.01152289,0
0.00871731,0.030797101,9.51E-04,0.004176963,0.407172996,0.97761194,3.51E-04,0.001696456,0.002905086,0.006851448,0
0.00996264,0.092391304,0.0032017,0.010746881,0.246835443,0.628997868,1.70E-04,0.003847319,0.006460565,0.022422921,0
0.01120797,0.050724638,0.001965469,0.005387407,0.251054852,0.789978678,1.68E-04,0.002332626,0.004899623,0.014014326,0
0.00871731,0.02173913,6.74E-04,0.003013075,0.320675105,0.938166311,1.53E-04,9.09E-04,0.001972857,0.006228589,0
0.00871731,0.014492754,4.51E-04,0.002081964,0.325949367,0.778251599,2.36E-04,5.76E-04,0.001083987,0.003425724,0
0.01120797,0.038043478,0.00147931,0.004083852,0.271097046,0.554371002,2.70E-04,0.001847925,0.002623249,0.008720025,0
0.00996264,0.15942029,0.005514425,0.018402475,0.261603376,0.529850746,2.38E-04,0.007058467,0.009560768,0.033945811,0
0.01120797,0.045289855,0.001757115,0.004828741,0.314345992,0.807036247,2.68E-04,0.002544683,0.004466028,0.01183432,0
0.00996264,0.030797101,0.001076494,0.003711408,0.290084388,0.908315565,1.80E-04,0.001393517,0.003056844,0.008408595,0
0.00996264,0.005434783,2.01E-04,8.14E-04,0.41350211,1,0.001413,2.73E-04,6.29E-04,3.11E-04,0
0.01120797,0.10326087,0.003979554,0.01078785,0.261603376,0.829424307,2.36E-04,0.005059073,0.010406278,0.024602927,0
0.00871731,0.030797101,9.51E-04,0.004176963,0.355485232,0.926439232,2.50E-04,0.001484399,0.002753328,0.007474307,0
0.00871731,0.108695652,0.003340603,0.014186405,0.305907173,0.86673774,1.90E-04,0.004847016,0.009105494,0.026471504,0
0.00871731,0.032608696,0.001007042,0.004409741,0.396624473,0.958422175,1.53E-04,0.001757043,0.003013485,0.011211461,0
0.00871731,0.059782609,0.001840457,0.007901407,0.344936709,0.969083156,1.70E-04,0.00290821,0.005571695,0.01712862,0
0.01120797,0.047101449,0.001826566,0.005014963,0.332278481,0.818763326,1.76E-04,0.002787034,0.004704505,0.016194332,0
0.01120797,0.067028986,0.00259053,0.007063407,0.270042194,0.607675906,2.28E-04,0.003332324,0.005051381,0.016817191,0
0.00871731,0.019927536,6.18E-04,0.002780297,0.450421941,1,2.40E-04,0.00118146,0.001929497,0.006228589,0
0.00871731,0.03442029,0.001062603,0.004642519,0.380801688,0.979744136,2.14E-04,0.001787337,0.003251962,0.009654313,0
0.00871731,0.027173913,8.40E-04,0.003711408,0.390295359,0.991471215,1.74E-04,0.001423811,0.00260157,0.008720025,0
0.00871731,0.016304348,5.07E-04,0.002314742,0.287974684,0.907249467,1.07E-04,5.76E-04,0.001430863,0.004982871,0
0.00871731,0.038043478,0.001173725,0.005108074,0.364978903,0.805970149,2.14E-04,0.001908513,0.002970125,0.010277172,0
0.00871731,0.054347826,0.001673774,0.007203073,0.3407173,0.703624733,2.06E-04,0.002605271,0.003728916,0.014014326,0
0.01120797,0.059782609,0.002312725,0.006318518,0.264767932,0.802771855,1.70E-04,0.00290821,0.005853532,0.01712862,0
0.00996264,0.05615942,0.001951579,0.006609025,0.293248945,0.881663113,1.59E-04,0.002665859,0.005398257,0.016194332,0
0.00871731,0.043478261,0.001340408,0.005806407,0.382911392,1,1.80E-04,0.002302333,0.004184191,0.013391467,0
0.00871731,0.039855072,0.001229286,0.005340852,0.432489451,1,1.80E-04,0.00236292,0.003837315,0.013702896,0
0.00871731,0.019927536,6.18E-04,0.002780297,0.385021097,0.92217484,1.49E-04,1.00E-03,0.001777739,0.006851448,0
